c,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M2962,,India,Jharkhand Coal Mine,Hazaribagh Area,,,https://www.gem.wiki/Jharkhand_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,2,0.37,2022,,Surface,Open Pit,1.23,50,Estimate,319,Estimate,Subbituminous,Thermal,,,,,7.83,2016,-,21,1975,,-,,,,Ramgarh,Jharkhand,Southern Asia,Asia,23.798166,85.586162,Approximate,,,,,,,,,,,0.4,0.00,0.8,1.5,0,0,356
M2963,,India,Jalipa Lignite Block Coal Mine,,,,https://www.gem.wiki/Jalipa_mine,,Operating,,,,Barmer Lignite Mining Company Limited [100%],E100001013129 [100%],,JSW Energy [49%]; Rajasthan State Minerals and Mining [51%],India,*,1.48,2022,,Surface,Open Pit,39.82,50,Estimate,459,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Barmer,Rajasthan,Southern Asia,Asia,25.5138,71.2436,Exact,,,,,,,,,,,1.8,0.00,0.8,1.5,0.1,0,356
M2964,,India,Rajpardi Lignite Mine,Amod G - 19 Extension Lignite Mine,,,https://www.gem.wiki/Rajpardi_Lignite_Mine,,Operating,,,,Gujarat Mineral Development Corporation Ltd [100%],E100001000669 [100%],,Government of Gujarat,India,*,0.39,2023,,Surface,Open Pit,3.85,50,Estimate,298,Estimate,Lignite,Thermal,,,,,6,,-,15,,,-,,,Amod,Bharuch,Gujarat,Southern Asia,Asia,21.70897856,73.22994945,Exact,,,,,,,,,,,0.5,0.00,0.8,1.5,0,0,356
M2966,,India,Gourandih Begunia Coal Mine,"Cluster 4, Gaurandih & Gaurandih – Begunia OC",,,https://www.gem.wiki/Gourandih_Begunia_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,3,2.1,2023,,Surface,Open Pit,18.65,50,Estimate,697,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,15,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.805,87.02553,Exact,,,,,,,,,,,2.5,0.00,0.8,1.5,0.1,0.1,356
M2967,,India,Bhaskarpara Coal Mine,Coal Auction 2021 (12 Tranche),,,https://www.gem.wiki/Bhaskarpara_coal_mine,,Operating,,New,,Prakash Industries Ltd [100%],E100000121137 [100%],,Prakash Industries Limited,India,1.2,*,,,Surface,Open Pit,9.32,50,Estimate,359,Estimate,Subbituminous,Thermal,,,,,28,,47,-,2025,,-,,Jhilimili,Ammakhoka,Surajpur,Chhattisgarh,Southern Asia,Asia,23.355536,82.751378,Exact,,,,,,,,,,,1.4,0.00,0.8,1.5,0.1,0,356
M2971,,India,Brahmadiha Coal Mine,"Coal Auction 2020 (11 Tranche), Bramhadiha",,,https://www.gem.wiki/Brahmadiha_Coal_Mine,,Operating,,New,,Andhra Pradesh Mineral Development Corp [100%],E100000131262 [100%],,Andhra Pradesh Mineral Development Corporation,India,0.15,*,,,Surface,Open Pit,0.87,60,Estimate,313,Estimate,Bituminous,Met,,,,,2,,5,1,2024,,15,,Giridih,Biswadih,Giridih,Jharkhand,Southern Asia,Asia,24.13618,86.319914,Exact,,,,,,,,,,,0.8,0.00,3.5,1.5,0,0,356
M2972,,India,Gotitoria East & Gotitoria West Coal Mine,Coal Auction 2020 (11 Tranche),,,https://www.gem.wiki/Gotitoria_East_%26_Gotitoria_West_Coal_Mine,,Operating,,New,,Boulder Stone Mart [100%],E100000131413 [100%],,Boulder Stone Mart,India,0.3,*,,,Surface,,3.16,50,Estimate,344,Estimate,Subbituminous,Thermal,,,,,-,,10,-,2023,,-,,Mohapani,Gotitoria,Narsinghpur,Madhya Pradesh,Southern Asia,Asia,22.733254,78.813088,Exact,,,,,,,,,,,0.4,0.00,0.8,1.5,0,0,356
M2977,,India,Urtan North Coal Mine,Coal Auction 2020 (11 Tranche),,,https://www.gem.wiki/Urtan_North_Coal_Mine,,Operating,,New,,JMS Mining Private [100%],E100000131724 [100%],,JMS Mining Private,India,0.6,*,,,Underground,,4,300,Estimate,545,Estimate,Subbituminous,Thermal,,,,,26,,70,,2023,,-,,Sohagpur,Baskhala,Anuppur,Madhya Pradesh,Southern Asia,Asia,23.243177,81.979346,Exact,,,,,,,,,,,3.2,0.00,3.3,1.6,0.2,0.1,356
M2979,,India,Urtan Coal Mine,Coal Auction 2020 (11 Tranche),,,https://www.gem.wiki/Urtan_Coal_Mine,,Operating,,New,,JMS Mining Private [100%],E100000131724 [100%],,JMS Mining Private,India,0.6,*,,,Underground,,3.79,300,Estimate,656,Estimate,Subbituminous,Thermal,,,,,-,,55,-,2023,,30,,Sohagpur,Baskhali,Anuppur,Madhya Pradesh,Southern Asia,Asia,23.245516,81.985844,Exact,,,,,,,,,,,3.2,0.00,3.3,1.6,0.2,0.1,356
M2987,,India,Hura C Coal Mine,Hura-C OC,,,https://www.gem.wiki/Hura_C_Coal_Mine,,Operating,,New,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,2.3,2.07,2023,,Surface,Open Pit,10.63,165,Exact,895,Estimate,Subbituminous,Thermal,,,,,90,2024,100,43,2023,,34,2024,Rajmahal,,Sahibganj,Jharkhand,Southern Asia,Asia,25.051986,87.832422,Approximate,,,,,,,,,,,6.7,0.01,2.2,1.5,0.4,0.1,356
M3010,,India,Orient Mine 1 & 2,,,,https://www.gem.wiki/Orient_Mine_1_%26_2,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India,India,0.6,0.247,2023,,Underground,,-,300,Estimate,558,Estimate,Lignite,Thermal,,,,,66,2023,-,267,,,-,,,,Jharsuguda,Odisha,Southern Asia,Asia,21.833822,83.919045,Exact,,,,,,,,,,,1.3,0.00,3.3,1.6,0.1,0,356
M3013,,India,Surakachhar Coal Mine,"include SRK Main, SRK 3&4",,,https://www.gem.wiki/Surakachhar_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,0.456,0.06,2022,,Underground,Bord and Pillar,10.46,300,Estimate,231,Estimate,Subbituminous,Thermal,,,,,4,2023,14,67,1964,,12,2023,Korba,,Korba,Chhattisgarh,Southern Asia,Asia,22.367844,82.63224,Exact,Coal Plant,Chandrapur Thermal Power Station,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M3015,,India,Kistaram Coal Mine,KGM Area,,,https://www.gem.wiki/Kistaram_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,1.8,2.4,2023,,Surface,Open Pit,4.35,75,Exact,582,Estimate,Subbituminous,Thermal,,,,,15,2023,24,6,2019,,-,,Godavari Valley,,Bhadradri Kothagudem,Telangana,Southern Asia,Asia,17.207584,80.801854,Exact,,,,,,,,,,,4,0.00,1.1,1.5,0.2,0.1,356
M3847,,India,Amelia Coal Mine,,,,https://www.gem.wiki/Amelia_coal_mine,,Operating,,New,,THDC India Ltd [100%],E100000121384 [100%],,NTPC Ltd [74.5%]; Government of Uttar Pradesh [25.5%],India,4,1.25,2023,,Surface,Open Pit,11.8,50,Estimate,537,Estimate,Subbituminous,Thermal,,,,,139,2023,162,111,2023,,28,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.072448,82.414011,Approximate,,,,,,,,,,,1.5,0.00,0.8,1.5,0.1,0,356
M3854,,India,Bajora North Coal Mine,,,,https://www.gem.wiki/Barjora_North_coal_mine,,Operating,,,,West Bengal Power Development Corp Ltd [100%],E100001000512 [100%],,West Bengal Power Development Corporation Limited [WBPDCL],India,2.2,1.12,2023,,Surface,Open Pit,2.6,50,Estimate,464,Estimate,Subbituminous,Thermal,,,,,66,,-,59,2021,,-,,,Baguli,Bankura,West Bengal,Southern Asia,Asia,23.45338,87.23919,Exact,,,,,,,,,,,1.3,0.00,0.8,1.5,0.1,0,356
M3863,,India,Chatti-Bariatu Coal Mine,Chhattibariatu,,,https://www.gem.wiki/Chatti-Bariatu_coal_mine,,Operating,,,,NTPC Ltd [100%],E100000001926 [100%],,Government of India,India,4.8,3.31,2023,,Surface,Open Pit,6.46,50,Estimate,837,Estimate,Subbituminous,Thermal,,,,,-,,-,-,2022,,-,,,,,Jharkhand,Southern Asia,Asia,24,85.36,Approximate,,,,,,,,,,,4,0.00,0.8,1.5,0.2,0.1,356
M3877,,India,Kerendari Coal Mine,"Kerendari A, Kerandari",,,https://www.gem.wiki/Kerendari_coal_mine,,Operating,,New,,NTPC Ltd [100%],E100000001926 [100%],,NTPC Ltd,India,4.5,*,,,Surface,,11.73,50,Estimate,951,Estimate,Subbituminous,Thermal,,,,,284,,-,227,2024,,-,,North Karanpura,Keredari,Hazaribagh,Jharkhand,Southern Asia,Asia,23.9125,85.0875,Approximate,,,,,,,,,,,5.4,0.00,0.8,1.5,0.3,0.1,356
M3880,,India,Khagra Joydev Coal Mine,2023 Tranche,,,https://www.gem.wiki/Khagra_Joydev_Coal_Mine,,Operating,,New,,Orissa Metallurgical Industry Pvt Ltd [100%],E100000132009 [100%],,Orissa Metallurgical Industry Private Limited,India,2.5,*,,,Underground & Surface,Mixed,-,60,Estimate,684,Estimate,Subbituminous,Thermal,,,,,-,,178,-,2023,,-,,Raniganj,Dubrajpur,Birbhum,West Bengal,Southern Asia,Asia,23.659722,87.366111,Approximate,,,,,,,,,,,3.4,0.00,0.9,1.5,0.2,0.1,356
M3888,,India,Manoharpur Coal Mine,,,,https://www.gem.wiki/Manoharpur_coal_mine,,Operating,,New,,Odisha Power Generation Corp [100%],E100001000860 [100%],,Government of Odisha,India,6,8.51,2023,,Surface,Open Pit,9.77,50,Estimate,705,Exact,Subbituminous,Thermal,,,,,188,,252,22,2019,,44,2019,Ib Valley,,Sundargarh,Odisha,Southern Asia,Asia,21.931111,83.744722,Exact,,,,,,,,,,,10.2,0.01,0.8,1.5,0.6,0.2,356
M3907,,India,Suliyari Coal Mine,,,,https://www.gem.wiki/Suliyari_Coal_Mine,,Operating,,New,,AP Mineral Development Corp [100%],E100000131214 [100%],,AP Mineral Development Corporation,India,4,5,2023,,Surface,Open Pit,12.98,50,Estimate,835,Estimate,Subbituminous,Thermal,,,,,107,,142,21,2022,,23,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,23.927656,82.319079,Exact,,,,,,,,,,,6,0.00,0.8,1.5,0.3,0.1,356
M4425,,India,Amalgamated Inder Kamptee Coal Mine,,,,https://www.gem.wiki/Amalgamated_Inder-Kamptee_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,2.5,3.08,2023,,Surface,Open Pit,8.58,50,Estimate,549,Exact,Subbituminous,Thermal,,,,,41,2020,61,13,2018,,15,,Kamptee,,Nagpur,Maharashtra,Southern Asia,Asia,21.241388,79.229444,Exact,,,,,,,,,,,3.7,0.00,0.8,1.5,0.2,0.1,356
M4426,,India,Amalgamated LSMK UG & OC Mine,"Amalgamated Lakhimata, Shampur B, Mandman and Kapasara UG & OC, Cluster 1",,,https://www.gem.wiki/Amalgamated_LSMK_UG_%26_OC_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.8,0.2,2023,,Underground & Surface,Mixed,12.39,60,Estimate,562,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,25,,Raniganj,,Mugma,Jharkhand,Southern Asia,Asia,23.772821,86.7319645,Approximate,,,,,,,,,,,0.3,0.00,0.9,1.5,0,0,356
M4427,,India,ASP Coal Mine,Cluster 10 Amalgamated Sudamdih - Patherdih (ASP) Colliery,,,https://www.gem.wiki/ASP_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,0.6,0.411,2023,,Surface,Open Pit,4.99,60,Estimate,392,Estimate,Bituminous,Met,,,,,76,2023,,185,,,33,2019,Jharia,,,Jharkhand,Southern Asia,Asia,23.74133,86.4051593,Approximate,,,,,,,,,,,2.2,0.00,3.5,1.5,0.1,0,356
M4430,,India,"Chora 7,9&10 Coal Mine",Cluster 11,,,"https://www.gem.wiki/Chora_7,9%2610_Coal_Mine",,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.21,0.16,2023,,Underground,,,300,Estimate,638,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,,,,,Kenda,West Bengal,Southern Asia,Asia,23.1917713,86.5147689,Approximate,,,,,,,,,,,0.8,0.00,3.3,1.6,0,0,356
M4431,,India,Damoda Coal Mine,"Cluster 1, Damoda Colliery",,,https://www.gem.wiki/Damoda_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,0.9,0.56,2023,,Surface,,5.75,50,Estimate,412,Estimate,Bituminous,Met,,,,,712,2022,,1271,1972,,,,,,Bokaro,Jharkhand,Southern Asia,Asia,23.68031,86.147729,Approximate,,,,,,,,,,,2.5,0.00,3,1.5,0.1,0.1,356
M4432,,India,Dhuptala Coal Mine,Dhoptala OC,,,https://www.gem.wiki/Dhuptala_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,1.35,0.7,2022,,Surface,Open Pit,13,150,Exact,385,Estimate,Lignite,Thermal,,,,,55,,,79,2022,,,,,Tehsil Rajura,Chandrapur,Maharashtra,Southern Asia,Asia,19.82303037,79.33965616,Exact,,,,,,,,,,,2.1,0.00,2,1.5,0.1,0,356
M4433,,India,Gangaramchak & Gangaramchak-Bhadulia Coal Mine,,,,https://www.gem.wiki/Gangaramchak_%26_Gangaramchak-Bhadulia_coal_mine,,Operating,,,,West Bengal Power Development Corp Ltd [100%],E100001000512 [100%],,,India,2.25,1.5,2023,,Surface,Open Pit,1.9,50,Estimate,410,Estimate,Lignite,Thermal,,,,,6,2022,,4,2020,,3,,Ranigan,Khoyrasole,Birbhum,West Bengal,Southern Asia,Asia,23.81116575,87.21068432,Exact,,,,,,,,,,,1.8,0.00,0.8,1.5,0.1,0,356
M4434,,India,Gare Palma III Coal Mine,Gare Palma Sector III,,,https://www.gem.wiki/Gare_Palma_III_coal_mine,,Operating,,,,Chhattisgarh State Power Generation Co Ltd [100%],E100000120231 [100%],,State of Chhattisgarh,India,3.5,4,2023,,Surface,Open Pit,7.08,50,Estimate,1195,Estimate,Lignite,Thermal,,,,,210.2,2023,,53,,,,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Approximate,,,,,,,,,,,4.8,0.00,0.8,1.5,0.3,0.1,356
M4435,,India,Gare Palma IV 2 & 3 OC Mine,,,,https://www.gem.wiki/Gare_Palma_IV_2_%26_3_OC_Mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,4.5,1.22,2023,,Surface,,9.65,78,Exact,498,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.13081284,83.52038837,Approximate,,,,,,,,,,,2.1,0.00,1.2,1.5,0.1,0,356
M4437,,India,Gare Palma IV 6 Coal Mine,,,,https://www.gem.wiki/Gare_Palma_IV_6_Coal_Mine,,Operating,,,,Jindal Steel & Power Ltd [100%],E100001000439 [100%],,Jindal Group,India,3,*,,,Underground & Surface,,3.81,50,Estimate,630,Estimate,Subbituminous,Thermal,,,,,90,,,,2023,,,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Exact,Steel Plant,JSPL Chhattisgarh steel plant,https://www.gem.wiki/JSPL_Chhattisgarh_steel_plant,,,,,,,,3.6,0.00,0.8,1.5,0.2,0.1,356
M4441,,India,Jhiria UG Coal Mine,JHIRIYA,,,https://www.gem.wiki/Jhiria_UG_Coal_Mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,0.33,0.15,2022,,Underground,,5.6,92,Exact,534,Estimate,,-,,,,,-,,,-,2008,,,,,,Hasde Area,Chhattisgarh,Southern Asia,Asia,22.0101504,82.6666331,Approximate,,,,,,,,,,,-,-,-,1.6,-,-,356
M4442,,India,JVR I & II Coal Mine,"Jalagam Vengal Rao Opencast Mine - II Expansion, I&II Amalgamation + Expansion",,,https://www.gem.wiki/JVR_I_%26_II_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,6.3,11.07,2023,,Surface,Open Pit,19.1,130,Exact,1336,Estimate,Subbituminous,Thermal,,,,,202,2023,310,18,2021,,26,,Godavari Valley,,Khammam,Telangana,Southern Asia,Asia,17.20352062,80.79833151,Exact,,,,,,,,,,,29.9,0.02,1.8,1.5,1.7,0.6,356
M4443,,India,Kakatiya Khani Open Cast-2 Coal Mine,KTK OC-2,,,https://www.gem.wiki/Kakatiya_Khani_Open_Cast-2_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,1.2,1.5,2023,,Surface,,6.7,240,Exact,866,Estimate,Subbituminous,Thermal,,,,,12,2023,26,8,2017,,,,,Bhupalpally,Warangal,Telangana,Southern Asia,Asia,18.44801529,79.85364474,Exact,,,,,,,,,,,6.5,0.00,2.9,1.5,0.4,0.1,356
M4444,,India,Kakatiya Khani Opencast-3 Coal Mine,KTK OC III,,,https://www.gem.wiki/Kakatiya_Khani_Opencast-3_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,2.25,1.37,2023,,Surface,,13.37,50,Estimate,452,Estimate,Subbituminous,Thermal,,,,,72,2023,120,53,2020,,31,,Godavari,Bhupalpalli,Jayashanker Bhupalpalli,Telangana,Southern Asia,Asia,18.434261,79.857403,Approximate,,,,,,,,,,,1.6,0.00,0.8,1.5,0.1,0,356
M4445,,India,Khottadih UG Coal Mine,Khottadih CM UG,,,https://www.gem.wiki/Khottadih_UG_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.6,0.54,2022,,Underground,,,300,Estimate,673,Estimate,,-,,,,,-,,,-,2021,,,,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.7244,87.233,Approximate,,,,,,,,,,,-,-,-,1.6,-,-,356
M4446,,India,Koyagudem II Coal Mine,,,,https://www.gem.wiki/Koyagudem_II_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,1.59,3,2023,,Surface,,8.16,140,Exact,628,Estimate,Subbituminous,Thermal,,,,,19,2023,65,6,2008,,,,,,Pranahita Godavari Valley,Telangana,Southern Asia,Asia,17.62564676,80.48673132,Exact,,,,,,,,,,,8.6,0.01,1.9,1.5,0.5,0.2,356
M4449,,India,Manuguru Opencast Coal Mine,Manuguru OCP I,,,https://www.gem.wiki/Manuguru_Opencast_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,1.75,1.4,2023,,Surface,,6.68,130,Exact,488,Estimate,Subbituminous,Thermal,,,,,4,2023,20,3,2017,,,,,,Bhadradri Kothagudem,Telangana,Southern Asia,Asia,17.976,80.8346,Exact,,,,,,,,,,,3.8,0.00,1.8,1.5,0.2,0.1,356
M4452,,India,Marki Mangli III Coal Mine,,,,https://www.gem.wiki/Marki_Mangli_III_Coal_Mine,,Operating,,,,B.S. Ispat Ltd [100%],E100000131307 [100%],,,India,0.21,0.09,0.23,,Surface,Open Pit,2.75,60,Exact,288,Exact,Subbituminous,Thermal,,,,,4,2019,6.19,44,1993,,,,Wardha Valley,Jhari-Jamni,Yavatmal,Maharashtra,Southern Asia,Asia,19.83938305,78.80448632,Exact,,,,,,,,,,,0.1,0.00,0.9,1.5,0,0,356
M4454,,India,Naba Jambad Project,"Cluster 10(Jambad UG, Jambad OC & Nabakajora UG)",,,https://www.gem.wiki/Naba_Jambad_Project,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.9,0.58,2023,,Underground & Surface,Mixed,6.64,60,Estimate,582,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,25,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.643161,87.182493,Approximate,,,,,,,,,,,0.8,0.00,0.9,1.5,0,0,356
M4457,,India,Pachhwara Central Coal Mine,,,,https://www.gem.wiki/Pachhwara_(Central)_coal_mine,,Operating,,,,Punjab State Power Corporation [100%],E100000121150 [100%],,,India,,4.63,2023,,Surface,,10.19,50,Estimate,700,Estimate,Subbituminous,Thermal,,,,,-,,,-,2022,,,,,,Pakur,Jharkhand,Southern Asia,Asia,24.53941629,87.44808185,Exact,,,,,,,,,,,5.6,0.00,0.8,1.5,0.3,0.1,356
M4458,,India,Pandaveswar Dalurband  Coal Mine,Cluster 12,,,https://www.gem.wiki/Pandaveswar_Dalurband_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.8,0.8,2023,,Underground & Surface,Mixed,13.85,60,Estimate,611,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.697576,87.253978,Approximate,,,,,,,,,,,1.1,0.00,0.9,1.5,0.1,0,356
M4459,,India,Parasea Belbaid Coal Mine,Cluster 10,,,https://www.gem.wiki/Parasea_Belbaid_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.75,0.15,2023,,Underground & Surface,Mixed,7.84,60,Estimate,564,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,25,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6040321,87.1144061,Approximate,,,,,,,,,,,0.2,0.00,0.9,1.5,0,0,356
M4463,,India,Prakasham Khani OC Coal Mine,Amalgamation of Manuguru OC-II Expansion & Manuguru OC-IV Extension,,,https://www.gem.wiki/Prakasham_Khani_coal_mines,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,5.785,10.45,2023,,Surface,,24,170,Exact,1293,Estimate,Subbituminous,Thermal,,,,,57,2023,402,5,2021,,,,,,,Telangana,Southern Asia,Asia,17.94321332,80.77821014,Exact,,,,,,,,,,,34.5,0.02,2.2,1.5,1.9,0.7,356
M4468,,India,Bicharpur Coal Mine,,,,https://www.gem.wiki/Bicharpur_coal_mine,,Operating,,,,UltraTech Cement Ltd [100%],E100000000531 [100%],,Aditya Birla Group,India,0.6,0.75,2023,,Underground,,5.15,300,Estimate,570,Estimate,Bituminous,Thermal,,,,,29,2021,56.2,39,2021,,,,Sohagpur,,Shahdol,Madhya Pradesh,Southern Asia,Asia,23.265914,81.343859,Exact,,,,,,,,,,,13.1,0.01,10.9,1.6,0.7,0.3,356
M6680,,India,Bhanora West UG Coal Mine,Cluster 7,,,https://www.gem.wiki/Bhanora_West_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,*,0.028,2023,,Surface,Open Pit,6.8,50,Estimate,329,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,20,2015,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.729521,86.993622,Exact,,,,,,,,,,,0,0.00,0.8,1.5,0,0,356
M6681,,India,Dubeshwari UG Coal Mine,Cluster 5,,,https://www.gem.wiki/Dubeshwari_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.18,0.052,2023,,Surface,Open Pit,2.4,50,Estimate,367,Estimate,Subbituminous,Thermal,,,,,50,2022,-,962,,,50,2022,,,,West Bengal,Southern Asia,Asia,23.660393,86.821519,Exact,,,,,,,,,,,0.1,0.00,0.8,1.5,0,0,356
M6712,,India,Amalgamated Joyrampur Colliery,"Cluster 9, AJC",,,,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,2.6,0.65,2023,,Surface,Open Pit,11.87,60,Estimate,335,Estimate,Bituminous,Thermal,,,,,82,,,126,2018,,25,2018,Jharia,,Jamadoba,Jharkhand,Southern Asia,Asia,23.71029839,86.43566629,Approximate,,,,,,,,,,,3.4,0.00,3.5,1.5,0.2,0.1,356
M6713,,India,Gopinathpur UG & OC Mine,Cluster 1,,,,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.2,0.01,2022,,Underground & Surface,,1.57,60,Estimate,482,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,,,,,,Jharkhand,Southern Asia,Asia,23.75017066,86.74419051,Approximate,,,,,,,,,,,0,0.00,0.9,1.5,0,0,356
M6714,,India,Integrated Baranj Mine,,,,https://www.gem.wiki/Integrated_Baranj_Mine,,Operating,,,,Karnataka Power Corporation Limited [100%],E100000001920 [100%],,,India,3.4,1.26,2021,,Surface,,14.57,50,Estimate,275,Estimate,Subbituminous,Thermal,,,,,-,,,-,2008,,,,,"Bonthala, Somnala, Chek Baranj, Kadholi, Kesurli, Chinchordi, Barang Mokasa, Sub-District: Bhadravati, District: Chandrapur",Chandrapur,Maharashtra,Southern Asia,Asia,20.150267,79.101211,Approximate,,,,,,,,,,,1.5,0.00,0.8,1.5,0.1,0,356
M6715,,India,Utkal C Coal Mine,,,,,,Operating,,,,Jindal Steel and Power Ltd [100%],E100001000439 [100%],,,India,2.6,1.03,2023,,Surface,Open Pit,5.75,50,Estimate,285,Estimate,Subbituminous,Thermal,,,,,-,,,-,2023,,,,,"Raijharan, Tehsil Chendipada",Angul District,Odisha,Southern Asia,Asia,20.95664286,84.95440752,Exact,,,,,,,,,,,1.2,0.00,0.8,1.5,0.1,0,356
M7025,,India,Kasipet-2 Incline Mine,Kasipet-2 UG Coal Mine,,,https://www.gem.wiki/Kasipet_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,0.47,0.097,2023,,Underground,Bord and Pillar,2.06,353,Exact,225,Estimate,Subbituminous,Thermal,,,,,8,2023,20,82,2016,,15,2024,Godavari,Kasipet Mandal,Mancherial,Telangana,Southern Asia,Asia,19.03497042,79.43009821,Exact,,,,,,,,,,,0.6,0.00,3.7,1.6,0,0,356
